,jaar,maand,merk,aantal,cum aantal,datum
1211,1979,5,VOLVO,49,4372,1979-05-01
1212,1979,6,BMW,20,2270,1979-06-01
1213,1979,6,RENAULT,11,930,1979-06-01
1214,1979,6,TOYOTA,12,809,1979-06-01
1215,1979,6,VOLKSWAGEN,62,14671,1979-06-01
1216,1979,6,VOLVO,44,4416,1979-06-01
1217,1979,7,AUDI,1,43,1979-07-01
1218,1979,7,BMW,11,2281,1979-07-01
1219,1979,7,RENAULT,5,935,1979-07-01
1220,1979,7,TOYOTA,4,813,1979-07-01
1221,1979,7,VOLKSWAGEN,67,14738,1979-07-01
1222,1979,7,VOLVO,47,4463,1979-07-01
1223,1979,8,BMW,16,2297,1979-08-01
1224,1979,8,RENAULT,5,940,1979-08-01
1225,1979,8,TOYOTA,7,820,1979-08-01
1226,1979,8,VOLKSWAGEN,59,14797,1979-08-01
1227,1979,8,VOLVO,35,4498,1979-08-01
1228,1979,9,BMW,11,2308,1979-09-01
1229,1979,9,RENAULT,4,944,1979-09-01
1230,1979,9,TOYOTA,4,824,1979-09-01
1231,1979,9,VOLKSWAGEN,57,14854,1979-09-01
1232,1979,9,VOLVO,36,4534,1979-09-01
1233,1979,10,BMW,10,2318,1979-10-01
1234,1979,10,RENAULT,15,959,1979-10-01
1235,1979,10,TOYOTA,9,833,1979-10-01
1236,1979,10,VOLKSWAGEN,65,14919,1979-10-01
1237,1979,10,VOLVO,47,4581,1979-10-01
1238,1979,11,BMW,12,2330,1979-11-01
1239,1979,11,RENAULT,9,968,1979-11-01
1240,1979,11,TOYOTA,8,841,1979-11-01
1241,1979,11,VOLKSWAGEN,69,14988,1979-11-01
1242,1979,11,VOLVO,37,4618,1979-11-01
1243,1979,12,BMW,2,2332,1979-12-01
1244,1979,12,RENAULT,7,975,1979-12-01
1245,1979,12,TOYOTA,1,842,1979-12-01
1246,1979,12,VOLKSWAGEN,33,15021,1979-12-01
1247,1979,12,VOLVO,28,4646,1979-12-01
1248,1980,1,BMW,39,2371,1980-01-01
1249,1980,1,RENAULT,16,991,1980-01-01
1250,1980,1,TOYOTA,17,859,1980-01-01
1251,1980,1,VOLKSWAGEN,117,15138,1980-01-01
1252,1980,1,VOLVO,58,4704,1980-01-01
1253,1980,2,BMW,18,2389,1980-02-01
1254,1980,2,RENAULT,11,1002,1980-02-01
1255,1980,2,TOYOTA,4,863,1980-02-01
1256,1980,2,VOLKSWAGEN,52,15190,1980-02-01
1257,1980,2,VOLVO,34,4738,1980-02-01
1258,1980,3,BMW,7,2396,1980-03-01
1259,1980,3,RENAULT,5,1007,1980-03-01
1260,1980,3,TOYOTA,8,871,1980-03-01
1261,1980,3,VOLKSWAGEN,57,15247,1980-03-01
1262,1980,3,VOLVO,34,4772,1980-03-01
1263,1980,4,BMW,9,2405,1980-04-01
1264,1980,4,RENAULT,8,1015,1980-04-01
1265,1980,4,TOYOTA,6,877,1980-04-01
1266,1980,4,VOLKSWAGEN,62,15309,1980-04-01
1267,1980,4,VOLVO,27,4799,1980-04-01
1268,1980,5,BMW,8,2413,1980-05-01
1269,1980,5,RENAULT,9,1024,1980-05-01
1270,1980,5,TOYOTA,9,886,1980-05-01
1271,1980,5,VOLKSWAGEN,85,15394,1980-05-01
1272,1980,5,VOLVO,37,4836,1980-05-01
1273,1980,6,BMW,15,2428,1980-06-01
1274,1980,6,HYUNDAI,1,2,1980-06-01
1275,1980,6,RENAULT,8,1032,1980-06-01
1276,1980,6,TOYOTA,11,897,1980-06-01
1277,1980,6,VOLKSWAGEN,83,15477,1980-06-01
1278,1980,6,VOLVO,21,4857,1980-06-01
1279,1980,7,BMW,11,2439,1980-07-01
1280,1980,7,RENAULT,5,1037,1980-07-01
1281,1980,7,TOYOTA,12,909,1980-07-01
1282,1980,7,VOLKSWAGEN,72,15549,1980-07-01
1283,1980,7,VOLVO,28,4885,1980-07-01
1284,1980,8,BMW,8,2447,1980-08-01
1285,1980,8,RENAULT,3,1040,1980-08-01
1286,1980,8,TOYOTA,10,919,1980-08-01
1287,1980,8,VOLKSWAGEN,59,15608,1980-08-01
1288,1980,8,VOLVO,25,4910,1980-08-01
1289,1980,9,BMW,7,2454,1980-09-01
1290,1980,9,RENAULT,8,1048,1980-09-01
1291,1980,9,TOYOTA,10,929,1980-09-01
1292,1980,9,VOLKSWAGEN,39,15647,1980-09-01
1293,1980,9,VOLVO,28,4938,1980-09-01
1294,1980,10,BMW,8,2462,1980-10-01
1295,1980,10,RENAULT,12,1060,1980-10-01
1296,1980,10,TOYOTA,7,936,1980-10-01
1297,1980,10,VOLKSWAGEN,53,15700,1980-10-01
1298,1980,10,VOLVO,13,4951,1980-10-01
1299,1980,11,BMW,13,2475,1980-11-01
1300,1980,11,RENAULT,7,1067,1980-11-01
1301,1980,11,TOYOTA,3,939,1980-11-01
1302,1980,11,VOLKSWAGEN,45,15745,1980-11-01
1303,1980,11,VOLVO,12,4963,1980-11-01
1304,1980,12,BMW,3,2478,1980-12-01
1305,1980,12,RENAULT,3,1070,1980-12-01
1306,1980,12,TOYOTA,3,942,1980-12-01
1307,1980,12,VOLKSWAGEN,24,15769,1980-12-01
1308,1980,12,VOLVO,13,4976,1980-12-01
1309,1981,1,BMW,22,2500,1981-01-01
1310,1981,1,RENAULT,8,1078,1981-01-01
1311,1981,1,TOYOTA,10,952,1981-01-01
1312,1981,1,VOLKSWAGEN,85,15854,1981-01-01
1313,1981,1,VOLVO,20,4996,1981-01-01
1314,1981,2,BMW,10,2510,1981-02-01
1315,1981,2,RENAULT,15,1093,1981-02-01
1316,1981,2,TOYOTA,11,963,1981-02-01
1317,1981,2,VOLKSWAGEN,74,15928,1981-02-01
1318,1981,2,VOLVO,28,5024,1981-02-01
1319,1981,3,BMW,19,2529,1981-03-01
1320,1981,3,RENAULT,18,1111,1981-03-01
1321,1981,3,TOYOTA,11,974,1981-03-01
1322,1981,3,VOLKSWAGEN,76,16004,1981-03-01
1323,1981,3,VOLVO,34,5058,1981-03-01
1324,1981,4,BMW,22,2551,1981-04-01
1325,1981,4,HYUNDAI,1,3,1981-04-01
1326,1981,4,RENAULT,16,1127,1981-04-01
1327,1981,4,TOYOTA,9,983,1981-04-01
1328,1981,4,VOLKSWAGEN,87,16091,1981-04-01
1329,1981,4,VOLVO,46,5104,1981-04-01
1330,1981,5,BMW,15,2566,1981-05-01
1331,1981,5,RENAULT,13,1140,1981-05-01
1332,1981,5,TOYOTA,10,993,1981-05-01
1333,1981,5,VOLKSWAGEN,79,16170,1981-05-01
1334,1981,5,VOLVO,33,5137,1981-05-01
1335,1981,6,BMW,26,2592,1981-06-01
1336,1981,6,RENAULT,15,1155,1981-06-01
1337,1981,6,TOYOTA,5,998,1981-06-01
1338,1981,6,VOLKSWAGEN,86,16256,1981-06-01
1339,1981,6,VOLVO,37,5174,1981-06-01
1340,1981,7,BMW,18,2610,1981-07-01
1341,1981,7,RENAULT,7,1162,1981-07-01
1342,1981,7,TOYOTA,6,1004,1981-07-01
1343,1981,7,VOLKSWAGEN,70,16326,1981-07-01
1344,1981,7,VOLVO,31,5205,1981-07-01
1345,1981,8,BMW,27,2637,1981-08-01
1346,1981,8,RENAULT,11,1173,1981-08-01
1347,1981,8,TOYOTA,5,1009,1981-08-01
1348,1981,8,VOLKSWAGEN,41,16367,1981-08-01
1349,1981,8,VOLVO,13,5218,1981-08-01
1350,1981,9,BMW,13,2650,1981-09-01
1351,1981,9,RENAULT,7,1180,1981-09-01
1352,1981,9,TOYOTA,5,1014,1981-09-01
1353,1981,9,VOLKSWAGEN,60,16427,1981-09-01
1354,1981,9,VOLVO,15,5233,1981-09-01
1355,1981,10,BMW,18,2668,1981-10-01
1356,1981,10,RENAULT,10,1190,1981-10-01
1357,1981,10,TOYOTA,1,1015,1981-10-01
1358,1981,10,VOLKSWAGEN,85,16512,1981-10-01
1359,1981,10,VOLVO,15,5248,1981-10-01
1360,1981,11,BMW,8,2676,1981-11-01
1361,1981,11,RENAULT,7,1197,1981-11-01
1362,1981,11,TOYOTA,1,1016,1981-11-01
1363,1981,11,VOLKSWAGEN,73,16585,1981-11-01
1364,1981,11,VOLVO,13,5261,1981-11-01
1365,1981,12,RENAULT,3,1200,1981-12-01
1366,1981,12,VOLKSWAGEN,25,16610,1981-12-01
1367,1981,12,VOLVO,12,5273,1981-12-01
1368,1982,1,BMW,35,2711,1982-01-01
1369,1982,1,HYUNDAI,2,5,1982-01-01
1370,1982,1,RENAULT,20,1220,1982-01-01
1371,1982,1,TOYOTA,8,1024,1982-01-01
1372,1982,1,VOLKSWAGEN,99,16709,1982-01-01
1373,1982,1,VOLVO,26,5299,1982-01-01
1374,1982,2,BMW,24,2735,1982-02-01
1375,1982,2,RENAULT,23,1243,1982-02-01
1376,1982,2,TOYOTA,3,1027,1982-02-01
1377,1982,2,VOLKSWAGEN,76,16785,1982-02-01
1378,1982,2,VOLVO,19,5318,1982-02-01
1379,1982,3,BMW,29,2764,1982-03-01
1380,1982,3,HYUNDAI,1,6,1982-03-01
1381,1982,3,RENAULT,30,1273,1982-03-01
1382,1982,3,TOYOTA,10,1037,1982-03-01
1383,1982,3,VOLKSWAGEN,178,16963,1982-03-01
1384,1982,3,VOLVO,21,5339,1982-03-01
1385,1982,4,BMW,29,2793,1982-04-01
1386,1982,4,HYUNDAI,1,7,1982-04-01
1387,1982,4,RENAULT,16,1289,1982-04-01
1388,1982,4,TOYOTA,14,1051,1982-04-01
1389,1982,4,VOLKSWAGEN,209,17172,1982-04-01
1390,1982,4,VOLVO,23,5362,1982-04-01
1391,1982,5,BMW,28,2821,1982-05-01
1392,1982,5,RENAULT,23,1312,1982-05-01
1393,1982,5,TOYOTA,5,1056,1982-05-01
1394,1982,5,VOLKSWAGEN,144,17316,1982-05-01
1395,1982,5,VOLVO,16,5378,1982-05-01
1396,1982,6,BMW,45,2866,1982-06-01
1397,1982,6,HYUNDAI,1,8,1982-06-01
1398,1982,6,RENAULT,26,1338,1982-06-01
1399,1982,6,TOYOTA,12,1068,1982-06-01
1400,1982,6,VOLKSWAGEN,136,17452,1982-06-01
1401,1982,6,VOLVO,13,5391,1982-06-01
1402,1982,7,BMW,42,2908,1982-07-01
1403,1982,7,HYUNDAI,1,9,1982-07-01
1404,1982,7,RENAULT,26,1364,1982-07-01
1405,1982,7,TOYOTA,5,1073,1982-07-01
1406,1982,7,VOLKSWAGEN,123,17575,1982-07-01
1407,1982,7,VOLVO,22,5413,1982-07-01
1408,1982,8,BMW,35,2943,1982-08-01
1409,1982,8,RENAULT,17,1381,1982-08-01
1410,1982,8,TOYOTA,10,1083,1982-08-01
1411,1982,8,VOLKSWAGEN,88,17663,1982-08-01
1412,1982,8,VOLVO,10,5423,1982-08-01
1413,1982,9,BMW,32,2975,1982-09-01
1414,1982,9,RENAULT,16,1397,1982-09-01
1415,1982,9,TOYOTA,11,1094,1982-09-01
1416,1982,9,VOLKSWAGEN,166,17829,1982-09-01
1417,1982,9,VOLVO,16,5439,1982-09-01
1418,1982,10,BMW,22,2997,1982-10-01
1419,1982,10,HYUNDAI,1,10,1982-10-01
1420,1982,10,RENAULT,20,1417,1982-10-01
1421,1982,10,TOYOTA,12,1106,1982-10-01
1422,1982,10,VOLKSWAGEN,110,17939,1982-10-01
1423,1982,10,VOLVO,12,5451,1982-10-01
1424,1982,11,BMW,21,3018,1982-11-01
1425,1982,11,RENAULT,17,1434,1982-11-01
1426,1982,11,TOYOTA,4,1110,1982-11-01
1427,1982,11,VOLKSWAGEN,115,18054,1982-11-01
1428,1982,11,VOLVO,13,5464,1982-11-01
1429,1982,12,BMW,5,3023,1982-12-01
1430,1982,12,HYUNDAI,1,11,1982-12-01
1431,1982,12,RENAULT,9,1443,1982-12-01
1432,1982,12,TOYOTA,2,1112,1982-12-01
1433,1982,12,VOLKSWAGEN,44,18098,1982-12-01
1434,1982,12,VOLVO,16,5480,1982-12-01
1435,1983,1,BMW,62,3085,1983-01-01
1436,1983,1,RENAULT,31,1474,1983-01-01
1437,1983,1,TOYOTA,15,1127,1983-01-01
1438,1983,1,VOLKSWAGEN,250,18348,1983-01-01
1439,1983,1,VOLVO,37,5517,1983-01-01
1440,1983,2,BMW,35,3120,1983-02-01
1441,1983,2,RENAULT,19,1493,1983-02-01
1442,1983,2,TOYOTA,6,1133,1983-02-01
1443,1983,2,VOLKSWAGEN,158,18506,1983-02-01
1444,1983,2,VOLVO,23,5540,1983-02-01
1445,1983,3,BMW,37,3157,1983-03-01
1446,1983,3,RENAULT,31,1524,1983-03-01
1447,1983,3,TOYOTA,19,1152,1983-03-01
1448,1983,3,VOLKSWAGEN,222,18728,1983-03-01
1449,1983,3,VOLVO,20,5560,1983-03-01
1450,1983,4,BMW,47,3204,1983-04-01
1451,1983,4,HYUNDAI,1,12,1983-04-01
1452,1983,4,RENAULT,25,1549,1983-04-01
1453,1983,4,TOYOTA,15,1167,1983-04-01
1454,1983,4,VOLKSWAGEN,249,18977,1983-04-01
1455,1983,4,VOLVO,27,5587,1983-04-01
1456,1983,5,BMW,38,3242,1983-05-01
1457,1983,5,HYUNDAI,1,13,1983-05-01
1458,1983,5,RENAULT,19,1568,1983-05-01
1459,1983,5,TOYOTA,13,1180,1983-05-01
1460,1983,5,VOLKSWAGEN,201,19178,1983-05-01
1461,1983,5,VOLVO,25,5612,1983-05-01
1462,1983,6,BMW,29,3271,1983-06-01
1463,1983,6,RENAULT,28,1596,1983-06-01
1464,1983,6,TOYOTA,10,1190,1983-06-01
1465,1983,6,VOLKSWAGEN,239,19417,1983-06-01
1466,1983,6,VOLVO,24,5636,1983-06-01
1467,1983,7,BMW,36,3307,1983-07-01
1468,1983,7,RENAULT,25,1621,1983-07-01
1469,1983,7,TOYOTA,5,1195,1983-07-01
1470,1983,7,VOLKSWAGEN,219,19636,1983-07-01
1471,1983,7,VOLVO,15,5651,1983-07-01
1472,1983,8,BMW,35,3342,1983-08-01
1473,1983,8,RENAULT,10,1631,1983-08-01
1474,1983,8,TOYOTA,6,1201,1983-08-01
1475,1983,8,VOLKSWAGEN,191,19827,1983-08-01
1476,1983,8,VOLVO,14,5665,1983-08-01
1477,1983,9,BMW,24,3366,1983-09-01
1478,1983,9,RENAULT,26,1657,1983-09-01
1479,1983,9,TOYOTA,15,1216,1983-09-01
1480,1983,9,VOLKSWAGEN,161,19988,1983-09-01
1481,1983,9,VOLVO,17,5682,1983-09-01
1482,1983,10,BMW,31,3397,1983-10-01
1483,1983,10,HYUNDAI,1,14,1983-10-01
1484,1983,10,RENAULT,23,1680,1983-10-01
1485,1983,10,TOYOTA,4,1220,1983-10-01
1486,1983,10,VOLKSWAGEN,237,20225,1983-10-01
1487,1983,10,VOLVO,35,5717,1983-10-01
1488,1983,11,BMW,21,3418,1983-11-01
1489,1983,11,RENAULT,31,1711,1983-11-01
1490,1983,11,TOYOTA,11,1231,1983-11-01
1491,1983,11,VOLKSWAGEN,116,20341,1983-11-01
1492,1983,11,VOLVO,15,5732,1983-11-01
1493,1983,12,BMW,7,3425,1983-12-01
1494,1983,12,RENAULT,14,1725,1983-12-01
1495,1983,12,TOYOTA,2,1233,1983-12-01
1496,1983,12,VOLKSWAGEN,64,20405,1983-12-01
1497,1983,12,VOLVO,11,5743,1983-12-01
1498,1984,1,BMW,67,3492,1984-01-01
1499,1984,1,RENAULT,46,1771,1984-01-01
1500,1984,1,TOYOTA,16,1249,1984-01-01
1501,1984,1,VOLKSWAGEN,196,20601,1984-01-01
1502,1984,1,VOLVO,38,5781,1984-01-01
1503,1984,2,BMW,38,3530,1984-02-01
1504,1984,2,RENAULT,29,1800,1984-02-01
1505,1984,2,TOYOTA,18,1267,1984-02-01
1506,1984,2,VOLKSWAGEN,127,20728,1984-02-01
1507,1984,2,VOLVO,34,5815,1984-02-01
1508,1984,3,BMW,49,3579,1984-03-01
1509,1984,3,HYUNDAI,1,15,1984-03-01
1510,1984,3,RENAULT,53,1853,1984-03-01
1511,1984,3,TOYOTA,25,1292,1984-03-01
1512,1984,3,VOLKSWAGEN,137,20865,1984-03-01
1513,1984,3,VOLVO,29,5844,1984-03-01
1514,1984,4,BMW,45,3624,1984-04-01
1515,1984,4,RENAULT,28,1881,1984-04-01
1516,1984,4,TOYOTA,20,1312,1984-04-01
1517,1984,4,VOLKSWAGEN,89,20954,1984-04-01
1518,1984,4,VOLVO,36,5880,1984-04-01
1519,1984,5,BMW,48,3672,1984-05-01
1520,1984,5,RENAULT,41,1922,1984-05-01
1521,1984,5,TOYOTA,13,1325,1984-05-01
1522,1984,5,VOLKSWAGEN,110,21064,1984-05-01
1523,1984,5,VOLVO,39,5919,1984-05-01
1524,1984,6,BMW,33,3705,1984-06-01
1525,1984,6,HYUNDAI,2,17,1984-06-01
1526,1984,6,RENAULT,48,1970,1984-06-01
1527,1984,6,TOYOTA,18,1343,1984-06-01
1528,1984,6,VOLKSWAGEN,93,21157,1984-06-01
1529,1984,6,VOLVO,27,5946,1984-06-01
1530,1984,7,BMW,19,3724,1984-07-01
1531,1984,7,RENAULT,32,2002,1984-07-01
1532,1984,7,TOYOTA,16,1359,1984-07-01
1533,1984,7,VOLKSWAGEN,55,21212,1984-07-01
1534,1984,7,VOLVO,32,5978,1984-07-01
1535,1984,8,BMW,32,3756,1984-08-01
1536,1984,8,RENAULT,31,2033,1984-08-01
1537,1984,8,TOYOTA,12,1371,1984-08-01
1538,1984,8,VOLKSWAGEN,74,21286,1984-08-01
1539,1984,8,VOLVO,23,6001,1984-08-01
1540,1984,9,BMW,35,3791,1984-09-01
1541,1984,9,RENAULT,31,2064,1984-09-01
1542,1984,9,TOYOTA,10,1381,1984-09-01
1543,1984,9,VOLKSWAGEN,74,21360,1984-09-01
1544,1984,9,VOLVO,26,6027,1984-09-01
1545,1984,10,BMW,36,3827,1984-10-01
1546,1984,10,RENAULT,45,2109,1984-10-01
1547,1984,10,TOYOTA,7,1388,1984-10-01
1548,1984,10,VOLKSWAGEN,86,21446,1984-10-01
1549,1984,10,VOLVO,17,6044,1984-10-01
1550,1984,11,BMW,12,3839,1984-11-01
1551,1984,11,HYUNDAI,1,18,1984-11-01
1552,1984,11,RENAULT,33,2142,1984-11-01
1553,1984,11,TOYOTA,11,1399,1984-11-01
1554,1984,11,VOLKSWAGEN,75,21521,1984-11-01
1555,1984,11,VOLVO,29,6073,1984-11-01
1556,1984,12,BMW,9,3848,1984-12-01
1557,1984,12,RENAULT,11,2153,1984-12-01
1558,1984,12,TOYOTA,5,1404,1984-12-01
1559,1984,12,VOLKSWAGEN,30,21551,1984-12-01
1560,1984,12,VOLVO,6,6079,1984-12-01
1561,1985,1,BMW,48,3896,1985-01-01
1562,1985,1,RENAULT,66,2219,1985-01-01
1563,1985,1,TOYOTA,34,1438,1985-01-01
1564,1985,1,VOLKSWAGEN,110,21661,1985-01-01
1565,1985,1,VOLVO,32,6111,1985-01-01
1566,1985,2,BMW,25,3921,1985-02-01
1567,1985,2,RENAULT,29,2248,1985-02-01
1568,1985,2,TOYOTA,22,1460,1985-02-01
1569,1985,2,VOLKSWAGEN,61,21722,1985-02-01
1570,1985,2,VOLVO,24,6135,1985-02-01
1571,1985,3,BMW,38,3959,1985-03-01
1572,1985,3,HYUNDAI,1,19,1985-03-01
1573,1985,3,RENAULT,63,2311,1985-03-01
1574,1985,3,TOYOTA,33,1493,1985-03-01
1575,1985,3,VOLKSWAGEN,98,21820,1985-03-01
1576,1985,3,VOLVO,34,6169,1985-03-01
1577,1985,4,AUDI,1,44,1985-04-01
1578,1985,4,BMW,52,4011,1985-04-01
1579,1985,4,RENAULT,76,2387,1985-04-01
1580,1985,4,TOYOTA,37,1530,1985-04-01
1581,1985,4,VOLKSWAGEN,127,21947,1985-04-01
1582,1985,4,VOLVO,26,6195,1985-04-01
1583,1985,5,BMW,47,4058,1985-05-01
1584,1985,5,HYUNDAI,3,22,1985-05-01
1585,1985,5,RENAULT,65,2452,1985-05-01
1586,1985,5,TOYOTA,23,1553,1985-05-01
1587,1985,5,VOLKSWAGEN,120,22067,1985-05-01
1588,1985,5,VOLVO,33,6228,1985-05-01
1589,1985,6,BMW,46,4104,1985-06-01
1590,1985,6,HYUNDAI,1,23,1985-06-01
1591,1985,6,RENAULT,50,2502,1985-06-01
1592,1985,6,TOYOTA,33,1586,1985-06-01
1593,1985,6,VOLKSWAGEN,104,22171,1985-06-01
1594,1985,6,VOLVO,41,6269,1985-06-01
1595,1985,7,BMW,41,4145,1985-07-01
1596,1985,7,HYUNDAI,1,24,1985-07-01
1597,1985,7,RENAULT,47,2549,1985-07-01
1598,1985,7,TOYOTA,23,1609,1985-07-01
1599,1985,7,VOLKSWAGEN,102,22273,1985-07-01
1600,1985,7,VOLVO,22,6291,1985-07-01
1601,1985,8,BMW,36,4181,1985-08-01
1602,1985,8,RENAULT,39,2588,1985-08-01
1603,1985,8,TOYOTA,21,1630,1985-08-01
1604,1985,8,VOLKSWAGEN,76,22349,1985-08-01
1605,1985,8,VOLVO,20,6311,1985-08-01
1606,1985,9,BMW,24,4205,1985-09-01
1607,1985,9,RENAULT,23,2611,1985-09-01
1608,1985,9,TOYOTA,22,1652,1985-09-01
1609,1985,9,VOLKSWAGEN,56,22405,1985-09-01
1610,1985,9,VOLVO,11,6322,1985-09-01
1611,1985,10,BMW,34,4239,1985-10-01
1612,1985,10,RENAULT,39,2650,1985-10-01
1613,1985,10,TOYOTA,26,1678,1985-10-01
1614,1985,10,VOLKSWAGEN,73,22478,1985-10-01
1615,1985,10,VOLVO,27,6349,1985-10-01
1616,1985,11,BMW,19,4258,1985-11-01
1617,1985,11,HYUNDAI,1,25,1985-11-01
1618,1985,11,RENAULT,32,2682,1985-11-01
1619,1985,11,TOYOTA,22,1700,1985-11-01
1620,1985,11,VOLKSWAGEN,58,22536,1985-11-01
1621,1985,11,VOLVO,31,6380,1985-11-01
1622,1985,12,BMW,8,4266,1985-12-01
1623,1985,12,RENAULT,22,2704,1985-12-01
1624,1985,12,TOYOTA,19,1719,1985-12-01
1625,1985,12,VOLKSWAGEN,29,22565,1985-12-01
1626,1985,12,VOLVO,13,6393,1985-12-01
1627,1986,1,BMW,88,4354,1986-01-01
1628,1986,1,RENAULT,69,2773,1986-01-01
1629,1986,1,TOYOTA,59,1778,1986-01-01
1630,1986,1,VOLKSWAGEN,157,22722,1986-01-01
1631,1986,1,VOLVO,62,6455,1986-01-01
1632,1986,2,BMW,43,4397,1986-02-01
1633,1986,2,HYUNDAI,1,26,1986-02-01
1634,1986,2,RENAULT,61,2834,1986-02-01
1635,1986,2,TOYOTA,30,1808,1986-02-01
1636,1986,2,VOLKSWAGEN,123,22845,1986-02-01
1637,1986,2,VOLVO,43,6498,1986-02-01
1638,1986,3,BMW,70,4467,1986-03-01
1639,1986,3,RENAULT,44,2878,1986-03-01
1640,1986,3,TOYOTA,45,1853,1986-03-01
1641,1986,3,VOLKSWAGEN,152,22997,1986-03-01
1642,1986,3,VOLVO,46,6544,1986-03-01
1643,1986,4,BMW,59,4526,1986-04-01
1644,1986,4,RENAULT,47,2925,1986-04-01
1645,1986,4,TOYOTA,52,1905,1986-04-01
1646,1986,4,VOLKSWAGEN,106,23103,1986-04-01
1647,1986,4,VOLVO,66,6610,1986-04-01
1648,1986,5,BMW,64,4590,1986-05-01
1649,1986,5,HYUNDAI,1,27,1986-05-01
1650,1986,5,RENAULT,53,2978,1986-05-01
1651,1986,5,TOYOTA,58,1963,1986-05-01
1652,1986,5,VOLKSWAGEN,117,23220,1986-05-01
1653,1986,5,VOLVO,46,6656,1986-05-01
1654,1986,6,BMW,61,4651,1986-06-01
1655,1986,6,RENAULT,44,3022,1986-06-01
1656,1986,6,TOYOTA,45,2008,1986-06-01
1657,1986,6,VOLKSWAGEN,130,23350,1986-06-01
1658,1986,6,VOLVO,52,6708,1986-06-01
1659,1986,7,BMW,55,4706,1986-07-01
1660,1986,7,RENAULT,23,3045,1986-07-01
1661,1986,7,TOYOTA,39,2047,1986-07-01
1662,1986,7,VOLKSWAGEN,114,23464,1986-07-01
1663,1986,7,VOLVO,65,6773,1986-07-01
1664,1986,8,BMW,56,4762,1986-08-01
1665,1986,8,RENAULT,24,3069,1986-08-01
1666,1986,8,TOYOTA,35,2082,1986-08-01
1667,1986,8,VOLKSWAGEN,69,23533,1986-08-01
1668,1986,8,VOLVO,37,6810,1986-08-01
1669,1986,9,BMW,47,4809,1986-09-01
1670,1986,9,HYUNDAI,1,28,1986-09-01
1671,1986,9,RENAULT,31,3100,1986-09-01
1672,1986,9,TOYOTA,48,2130,1986-09-01
1673,1986,9,VOLKSWAGEN,111,23644,1986-09-01
1674,1986,9,VOLVO,48,6858,1986-09-01
1675,1986,10,BMW,51,4860,1986-10-01
1676,1986,10,HYUNDAI,1,29,1986-10-01
1677,1986,10,RENAULT,26,3126,1986-10-01
1678,1986,10,TOYOTA,65,2195,1986-10-01
1679,1986,10,VOLKSWAGEN,107,23751,1986-10-01
1680,1986,10,VOLVO,56,6914,1986-10-01
1681,1986,11,BMW,42,4902,1986-11-01
1682,1986,11,HYUNDAI,1,30,1986-11-01
1683,1986,11,RENAULT,23,3149,1986-11-01
1684,1986,11,TOYOTA,39,2234,1986-11-01
1685,1986,11,VOLKSWAGEN,75,23826,1986-11-01
1686,1986,11,VOLVO,55,6969,1986-11-01
1687,1986,12,BMW,13,4915,1986-12-01
1688,1986,12,HYUNDAI,1,31,1986-12-01
1689,1986,12,RENAULT,5,3154,1986-12-01
1690,1986,12,TOYOTA,13,2247,1986-12-01
1691,1986,12,VOLKSWAGEN,33,23859,1986-12-01
1692,1986,12,VOLVO,20,6989,1986-12-01
1693,1987,1,BMW,110,5025,1987-01-01
1694,1987,1,HYUNDAI,1,32,1987-01-01
1695,1987,1,RENAULT,23,3177,1987-01-01
1696,1987,1,TOYOTA,52,2299,1987-01-01
1697,1987,1,VOLKSWAGEN,158,24017,1987-01-01
1698,1987,1,VOLVO,96,7085,1987-01-01
1699,1987,2,BMW,60,5085,1987-02-01
1700,1987,2,HYUNDAI,1,33,1987-02-01
1701,1987,2,RENAULT,28,3205,1987-02-01
1702,1987,2,TOYOTA,34,2333,1987-02-01
1703,1987,2,VOLKSWAGEN,76,24093,1987-02-01
1704,1987,2,VOLVO,39,7124,1987-02-01
1705,1987,3,BMW,56,5141,1987-03-01
1706,1987,3,HYUNDAI,4,37,1987-03-01
1707,1987,3,RENAULT,35,3240,1987-03-01
1708,1987,3,TOYOTA,58,2391,1987-03-01
1709,1987,3,VOLKSWAGEN,100,24193,1987-03-01
1710,1987,3,VOLVO,46,7170,1987-03-01
1711,1987,4,BMW,61,5202,1987-04-01
1712,1987,4,HYUNDAI,2,39,1987-04-01
1713,1987,4,RENAULT,33,3273,1987-04-01
1714,1987,4,TOYOTA,48,2439,1987-04-01
1715,1987,4,VOLKSWAGEN,110,24303,1987-04-01
1716,1987,4,VOLVO,50,7220,1987-04-01
1717,1987,5,AUDI,1,45,1987-05-01
1718,1987,5,BMW,76,5278,1987-05-01
1719,1987,5,HYUNDAI,4,43,1987-05-01
1720,1987,5,RENAULT,29,3302,1987-05-01
1721,1987,5,TOYOTA,30,2469,1987-05-01
1722,1987,5,VOLKSWAGEN,109,24412,1987-05-01
1723,1987,5,VOLVO,48,7268,1987-05-01
1724,1987,6,BMW,73,5351,1987-06-01
1725,1987,6,HYUNDAI,8,51,1987-06-01
1726,1987,6,RENAULT,31,3333,1987-06-01
1727,1987,6,TOYOTA,40,2509,1987-06-01
1728,1987,6,VOLKSWAGEN,105,24517,1987-06-01
1729,1987,6,VOLVO,54,7322,1987-06-01
1730,1987,7,BMW,61,5412,1987-07-01
1731,1987,7,HYUNDAI,4,55,1987-07-01
1732,1987,7,RENAULT,28,3361,1987-07-01
