,jaar,maand,merk,aantal,cum aantal,datum
2698,1999,6,VOLVO,410,29243,1999-06-01
2699,1999,7,AUDI,203,4396,1999-07-01
2700,1999,7,BMW,368,21923,1999-07-01
2701,1999,7,HYUNDAI,67,1304,1999-07-01
2702,1999,7,KIA,2,134,1999-07-01
2703,1999,7,RENAULT,360,13102,1999-07-01
2704,1999,7,TOYOTA,677,26095,1999-07-01
2705,1999,7,VOLKSWAGEN,1143,63586,1999-07-01
2706,1999,7,VOLVO,415,29658,1999-07-01
2707,1999,8,AUDI,185,4581,1999-08-01
2708,1999,8,BMW,258,22181,1999-08-01
2709,1999,8,HYUNDAI,50,1354,1999-08-01
2710,1999,8,KIA,6,140,1999-08-01
2711,1999,8,RENAULT,282,13384,1999-08-01
2712,1999,8,TOYOTA,651,26746,1999-08-01
2713,1999,8,VOLKSWAGEN,820,64406,1999-08-01
2714,1999,8,VOLVO,163,29821,1999-08-01
2715,1999,9,AUDI,161,4742,1999-09-01
2716,1999,9,BMW,288,22469,1999-09-01
2717,1999,9,HYUNDAI,45,1399,1999-09-01
2718,1999,9,KIA,3,143,1999-09-01
2719,1999,9,RENAULT,295,13679,1999-09-01
2720,1999,9,TOYOTA,752,27498,1999-09-01
2721,1999,9,VOLKSWAGEN,883,65289,1999-09-01
2722,1999,9,VOLVO,324,30145,1999-09-01
2723,1999,10,AUDI,142,4884,1999-10-01
2724,1999,10,BMW,242,22711,1999-10-01
2725,1999,10,HYUNDAI,45,1444,1999-10-01
2726,1999,10,KIA,5,148,1999-10-01
2727,1999,10,RENAULT,377,14056,1999-10-01
2728,1999,10,TOYOTA,546,28044,1999-10-01
2729,1999,10,VOLKSWAGEN,880,66169,1999-10-01
2730,1999,10,VOLVO,364,30509,1999-10-01
2731,1999,11,AUDI,106,4990,1999-11-01
2732,1999,11,BMW,164,22875,1999-11-01
2733,1999,11,HYUNDAI,40,1484,1999-11-01
2734,1999,11,KIA,2,150,1999-11-01
2735,1999,11,RENAULT,323,14379,1999-11-01
2736,1999,11,TOYOTA,775,28819,1999-11-01
2737,1999,11,VOLKSWAGEN,588,66757,1999-11-01
2738,1999,11,VOLVO,239,30748,1999-11-01
2739,1999,12,AUDI,13,5003,1999-12-01
2740,1999,12,BMW,56,22931,1999-12-01
2741,1999,12,HYUNDAI,20,1504,1999-12-01
2742,1999,12,KIA,2,152,1999-12-01
2743,1999,12,RENAULT,78,14457,1999-12-01
2744,1999,12,TOYOTA,363,29182,1999-12-01
2745,1999,12,VOLKSWAGEN,187,66944,1999-12-01
2746,1999,12,VOLVO,85,30833,1999-12-01
2747,2000,1,AUDI,381,5384,2000-01-01
2748,2000,1,BMW,519,23450,2000-01-01
2749,2000,1,HYUNDAI,177,1681,2000-01-01
2750,2000,1,KIA,19,171,2000-01-01
2751,2000,1,RENAULT,859,15316,2000-01-01
2752,2000,1,TOYOTA,1336,30518,2000-01-01
2753,2000,1,VOLKSWAGEN,1757,68701,2000-01-01
2754,2000,1,VOLVO,596,31429,2000-01-01
2755,2000,2,AUDI,175,5559,2000-02-01
2756,2000,2,BMW,373,23823,2000-02-01
2757,2000,2,HYUNDAI,119,1800,2000-02-01
2758,2000,2,KIA,6,177,2000-02-01
2759,2000,2,RENAULT,755,16071,2000-02-01
2760,2000,2,TOYOTA,980,31498,2000-02-01
2761,2000,2,VOLKSWAGEN,1296,69997,2000-02-01
2762,2000,2,VOLVO,434,31863,2000-02-01
2763,2000,3,AUDI,299,5858,2000-03-01
2764,2000,3,BMW,422,24245,2000-03-01
2765,2000,3,HYUNDAI,123,1923,2000-03-01
2766,2000,3,KIA,16,193,2000-03-01
2767,2000,3,RENAULT,827,16898,2000-03-01
2768,2000,3,TOYOTA,1108,32606,2000-03-01
2769,2000,3,VOLKSWAGEN,1532,71529,2000-03-01
2770,2000,3,VOLVO,560,32423,2000-03-01
2771,2000,4,AUDI,199,6057,2000-04-01
2772,2000,4,BMW,353,24598,2000-04-01
2773,2000,4,HYUNDAI,95,2018,2000-04-01
2774,2000,4,KIA,4,197,2000-04-01
2775,2000,4,RENAULT,588,17486,2000-04-01
2776,2000,4,TOYOTA,932,33538,2000-04-01
2777,2000,4,VOLKSWAGEN,1600,73129,2000-04-01
2778,2000,4,VOLVO,410,32833,2000-04-01
2779,2000,5,AUDI,251,6308,2000-05-01
2780,2000,5,BMW,399,24997,2000-05-01
2781,2000,5,HYUNDAI,107,2125,2000-05-01
2782,2000,5,KIA,10,207,2000-05-01
2783,2000,5,RENAULT,859,18345,2000-05-01
2784,2000,5,TOYOTA,1021,34559,2000-05-01
2785,2000,5,VOLKSWAGEN,1416,74545,2000-05-01
2786,2000,5,VOLVO,506,33339,2000-05-01
2787,2000,6,AUDI,235,6543,2000-06-01
2788,2000,6,BMW,419,25416,2000-06-01
2789,2000,6,HYUNDAI,78,2203,2000-06-01
2790,2000,6,KIA,4,211,2000-06-01
2791,2000,6,RENAULT,619,18964,2000-06-01
2792,2000,6,TOYOTA,889,35448,2000-06-01
2793,2000,6,VOLKSWAGEN,1122,75667,2000-06-01
2794,2000,6,VOLVO,425,33764,2000-06-01
2795,2000,7,AUDI,199,6742,2000-07-01
2796,2000,7,BMW,324,25740,2000-07-01
2797,2000,7,HYUNDAI,110,2313,2000-07-01
2798,2000,7,KIA,7,218,2000-07-01
2799,2000,7,RENAULT,532,19496,2000-07-01
2800,2000,7,TOYOTA,969,36417,2000-07-01
2801,2000,7,VOLKSWAGEN,1050,76717,2000-07-01
2802,2000,7,VOLVO,451,34215,2000-07-01
2803,2000,8,AUDI,245,6987,2000-08-01
2804,2000,8,BMW,362,26102,2000-08-01
2805,2000,8,HYUNDAI,99,2412,2000-08-01
2806,2000,8,KIA,3,221,2000-08-01
2807,2000,8,RENAULT,397,19893,2000-08-01
2808,2000,8,TOYOTA,1216,37633,2000-08-01
2809,2000,8,VOLKSWAGEN,1111,77828,2000-08-01
2810,2000,8,VOLVO,337,34552,2000-08-01
2811,2000,9,AUDI,167,7154,2000-09-01
2812,2000,9,BMW,374,26476,2000-09-01
2813,2000,9,HYUNDAI,115,2527,2000-09-01
2814,2000,9,KIA,4,225,2000-09-01
2815,2000,9,RENAULT,568,20461,2000-09-01
2816,2000,9,TOYOTA,1118,38751,2000-09-01
2817,2000,9,VOLKSWAGEN,1196,79024,2000-09-01
2818,2000,9,VOLVO,462,35014,2000-09-01
2819,2000,10,AUDI,223,7377,2000-10-01
2820,2000,10,BMW,321,26797,2000-10-01
2821,2000,10,HYUNDAI,95,2622,2000-10-01
2822,2000,10,KIA,5,230,2000-10-01
2823,2000,10,RENAULT,617,21078,2000-10-01
2824,2000,10,TOYOTA,1002,39753,2000-10-01
2825,2000,10,VOLKSWAGEN,1090,80114,2000-10-01
2826,2000,10,VOLVO,423,35437,2000-10-01
2827,2000,11,AUDI,204,7581,2000-11-01
2828,2000,11,BMW,187,26984,2000-11-01
2829,2000,11,HYUNDAI,115,2737,2000-11-01
2830,2000,11,KIA,7,237,2000-11-01
2831,2000,11,RENAULT,579,21657,2000-11-01
2832,2000,11,TOYOTA,790,40543,2000-11-01
2833,2000,11,VOLKSWAGEN,971,81085,2000-11-01
2834,2000,11,VOLVO,434,35871,2000-11-01
2835,2000,12,AUDI,60,7641,2000-12-01
2836,2000,12,BMW,75,27059,2000-12-01
2837,2000,12,HYUNDAI,89,2826,2000-12-01
2838,2000,12,KIA,10,247,2000-12-01
2839,2000,12,RENAULT,265,21922,2000-12-01
2840,2000,12,TOYOTA,477,41020,2000-12-01
2841,2000,12,VOLKSWAGEN,511,81596,2000-12-01
2842,2000,12,VOLVO,149,36020,2000-12-01
2843,2001,1,AUDI,403,8044,2001-01-01
2844,2001,1,BMW,607,27666,2001-01-01
2845,2001,1,HYUNDAI,164,2990,2001-01-01
2846,2001,1,KIA,16,263,2001-01-01
2847,2001,1,RENAULT,1478,23400,2001-01-01
2848,2001,1,TOYOTA,1291,42311,2001-01-01
2849,2001,1,VOLKSWAGEN,2107,83703,2001-01-01
2850,2001,1,VOLVO,1083,37103,2001-01-01
2851,2001,2,AUDI,192,8236,2001-02-01
2852,2001,2,BMW,485,28151,2001-02-01
2853,2001,2,HYUNDAI,71,3061,2001-02-01
2854,2001,2,KIA,4,267,2001-02-01
2855,2001,2,RENAULT,688,24088,2001-02-01
2856,2001,2,TOYOTA,748,43059,2001-02-01
2857,2001,2,VOLKSWAGEN,861,84564,2001-02-01
2858,2001,2,VOLVO,702,37805,2001-02-01
2859,2001,3,AUDI,318,8554,2001-03-01
2860,2001,3,BMW,513,28664,2001-03-01
2861,2001,3,HYUNDAI,99,3160,2001-03-01
2862,2001,3,KIA,4,271,2001-03-01
2863,2001,3,RENAULT,1040,25128,2001-03-01
2864,2001,3,TOYOTA,938,43997,2001-03-01
2865,2001,3,VOLKSWAGEN,1289,85853,2001-03-01
2866,2001,3,VOLVO,716,38521,2001-03-01
2867,2001,4,AUDI,254,8808,2001-04-01
2868,2001,4,BMW,427,29091,2001-04-01
2869,2001,4,HYUNDAI,108,3268,2001-04-01
2870,2001,4,KIA,11,282,2001-04-01
2871,2001,4,RENAULT,658,25786,2001-04-01
2872,2001,4,TOYOTA,877,44874,2001-04-01
2873,2001,4,VOLKSWAGEN,1216,87069,2001-04-01
2874,2001,4,VOLVO,550,39071,2001-04-01
2875,2001,5,AUDI,288,9096,2001-05-01
2876,2001,5,BMW,507,29598,2001-05-01
2877,2001,5,HYUNDAI,162,3430,2001-05-01
2878,2001,5,KIA,12,294,2001-05-01
2879,2001,5,RENAULT,765,26551,2001-05-01
2880,2001,5,TOYOTA,872,45746,2001-05-01
2881,2001,5,VOLKSWAGEN,1357,88426,2001-05-01
2882,2001,5,VOLVO,566,39637,2001-05-01
2883,2001,6,AUDI,276,9372,2001-06-01
2884,2001,6,BMW,580,30178,2001-06-01
2885,2001,6,HYUNDAI,134,3564,2001-06-01
2886,2001,6,KIA,17,311,2001-06-01
2887,2001,6,RENAULT,969,27520,2001-06-01
2888,2001,6,TOYOTA,785,46531,2001-06-01
2889,2001,6,VOLKSWAGEN,1123,89549,2001-06-01
2890,2001,6,VOLVO,698,40335,2001-06-01
2891,2001,7,AUDI,239,9611,2001-07-01
2892,2001,7,BMW,448,30626,2001-07-01
2893,2001,7,HYUNDAI,137,3701,2001-07-01
2894,2001,7,KIA,21,332,2001-07-01
2895,2001,7,RENAULT,640,28160,2001-07-01
2896,2001,7,TOYOTA,677,47208,2001-07-01
2897,2001,7,VOLKSWAGEN,1290,90839,2001-07-01
2898,2001,7,VOLVO,625,40960,2001-07-01
2899,2001,8,AUDI,245,9856,2001-08-01
2900,2001,8,BMW,527,31153,2001-08-01
2901,2001,8,HYUNDAI,172,3873,2001-08-01
2902,2001,8,KIA,18,350,2001-08-01
2903,2001,8,RENAULT,518,28678,2001-08-01
2904,2001,8,TOYOTA,858,48066,2001-08-01
2905,2001,8,VOLKSWAGEN,1222,92061,2001-08-01
2906,2001,8,VOLVO,383,41343,2001-08-01
2907,2001,9,AUDI,193,10049,2001-09-01
2908,2001,9,BMW,358,31511,2001-09-01
2909,2001,9,HYUNDAI,160,4033,2001-09-01
2910,2001,9,KIA,15,365,2001-09-01
2911,2001,9,RENAULT,689,29367,2001-09-01
2912,2001,9,TOYOTA,1044,49110,2001-09-01
2913,2001,9,VOLKSWAGEN,1273,93334,2001-09-01
2914,2001,9,VOLVO,491,41834,2001-09-01
2915,2001,10,AUDI,237,10286,2001-10-01
2916,2001,10,BMW,376,31887,2001-10-01
2917,2001,10,HYUNDAI,139,4172,2001-10-01
2918,2001,10,KIA,25,390,2001-10-01
2919,2001,10,RENAULT,963,30330,2001-10-01
2920,2001,10,TOYOTA,954,50064,2001-10-01
2921,2001,10,VOLKSWAGEN,1288,94622,2001-10-01
2922,2001,10,VOLVO,613,42447,2001-10-01
2923,2001,11,AUDI,176,10462,2001-11-01
2924,2001,11,BMW,307,32194,2001-11-01
2925,2001,11,HYUNDAI,166,4338,2001-11-01
2926,2001,11,KIA,35,425,2001-11-01
2927,2001,11,RENAULT,469,30799,2001-11-01
2928,2001,11,TOYOTA,778,50842,2001-11-01
2929,2001,11,VOLKSWAGEN,1115,95737,2001-11-01
2930,2001,11,VOLVO,365,42812,2001-11-01
2931,2001,12,AUDI,68,10530,2001-12-01
2932,2001,12,BMW,97,32291,2001-12-01
2933,2001,12,HYUNDAI,47,4385,2001-12-01
2934,2001,12,KIA,10,435,2001-12-01
2935,2001,12,RENAULT,154,30953,2001-12-01
2936,2001,12,TOYOTA,334,51176,2001-12-01
2937,2001,12,VOLKSWAGEN,307,96044,2001-12-01
2938,2001,12,VOLVO,85,42897,2001-12-01
2939,2002,1,AUDI,511,11041,2002-01-01
2940,2002,1,BMW,673,32964,2002-01-01
2941,2002,1,HYUNDAI,292,4677,2002-01-01
2942,2002,1,KIA,57,492,2002-01-01
2943,2002,1,RENAULT,1732,32685,2002-01-01
2944,2002,1,TOYOTA,1458,52634,2002-01-01
2945,2002,1,VOLKSWAGEN,2088,98132,2002-01-01
2946,2002,1,VOLVO,936,43833,2002-01-01
2947,2002,2,AUDI,270,11311,2002-02-01
2948,2002,2,BMW,482,33446,2002-02-01
2949,2002,2,HYUNDAI,179,4856,2002-02-01
2950,2002,2,KIA,26,518,2002-02-01
2951,2002,2,RENAULT,1146,33831,2002-02-01
2952,2002,2,TOYOTA,840,53474,2002-02-01
2953,2002,2,VOLKSWAGEN,1166,99298,2002-02-01
2954,2002,2,VOLVO,589,44422,2002-02-01
2955,2002,3,AUDI,274,11585,2002-03-01
2956,2002,3,BMW,490,33936,2002-03-01
2957,2002,3,HYUNDAI,238,5094,2002-03-01
2958,2002,3,KIA,36,554,2002-03-01
2959,2002,3,RENAULT,1053,34884,2002-03-01
2960,2002,3,TOYOTA,943,54417,2002-03-01
2961,2002,3,VOLKSWAGEN,1689,100987,2002-03-01
2962,2002,3,VOLVO,614,45036,2002-03-01
2963,2002,4,AUDI,247,11832,2002-04-01
2964,2002,4,BMW,450,34386,2002-04-01
2965,2002,4,HYUNDAI,181,5275,2002-04-01
2966,2002,4,KIA,30,584,2002-04-01
2967,2002,4,RENAULT,1129,36013,2002-04-01
2968,2002,4,TOYOTA,1000,55417,2002-04-01
2969,2002,4,VOLKSWAGEN,1694,102681,2002-04-01
2970,2002,4,VOLVO,509,45545,2002-04-01
2971,2002,5,AUDI,247,12079,2002-05-01
2972,2002,5,BMW,500,34886,2002-05-01
2973,2002,5,HYUNDAI,161,5436,2002-05-01
2974,2002,5,KIA,36,620,2002-05-01
2975,2002,5,RENAULT,1167,37180,2002-05-01
2976,2002,5,TOYOTA,1140,56557,2002-05-01
2977,2002,5,VOLKSWAGEN,1585,104266,2002-05-01
2978,2002,5,VOLVO,539,46084,2002-05-01
2979,2002,6,AUDI,237,12316,2002-06-01
2980,2002,6,BMW,509,35395,2002-06-01
2981,2002,6,HYUNDAI,161,5597,2002-06-01
2982,2002,6,KIA,36,656,2002-06-01
2983,2002,6,RENAULT,1103,38283,2002-06-01
2984,2002,6,TOYOTA,881,57438,2002-06-01
2985,2002,6,VOLKSWAGEN,1501,105767,2002-06-01
2986,2002,6,VOLVO,636,46720,2002-06-01
2987,2002,7,AUDI,331,12647,2002-07-01
2988,2002,7,BMW,430,35825,2002-07-01
2989,2002,7,HYUNDAI,158,5755,2002-07-01
2990,2002,7,KIA,22,678,2002-07-01
2991,2002,7,RENAULT,959,39242,2002-07-01
2992,2002,7,TOYOTA,983,58421,2002-07-01
2993,2002,7,VOLKSWAGEN,1465,107232,2002-07-01
2994,2002,7,VOLVO,578,47298,2002-07-01
2995,2002,8,AUDI,256,12903,2002-08-01
2996,2002,8,BMW,470,36295,2002-08-01
2997,2002,8,HYUNDAI,172,5927,2002-08-01
2998,2002,8,KIA,31,709,2002-08-01
2999,2002,8,RENAULT,567,39809,2002-08-01
3000,2002,8,TOYOTA,826,59247,2002-08-01
3001,2002,8,VOLKSWAGEN,1195,108427,2002-08-01
3002,2002,8,VOLVO,360,47658,2002-08-01
3003,2002,9,AUDI,228,13131,2002-09-01
3004,2002,9,BMW,325,36620,2002-09-01
3005,2002,9,HYUNDAI,156,6083,2002-09-01
3006,2002,9,KIA,27,736,2002-09-01
3007,2002,9,RENAULT,1069,40878,2002-09-01
3008,2002,9,TOYOTA,735,59982,2002-09-01
3009,2002,9,VOLKSWAGEN,1321,109748,2002-09-01
3010,2002,9,VOLVO,535,48193,2002-09-01
3011,2002,10,AUDI,300,13431,2002-10-01
3012,2002,10,BMW,367,36987,2002-10-01
3013,2002,10,HYUNDAI,191,6274,2002-10-01
3014,2002,10,KIA,30,766,2002-10-01
3015,2002,10,RENAULT,1501,42379,2002-10-01
3016,2002,10,TOYOTA,1211,61193,2002-10-01
3017,2002,10,VOLKSWAGEN,1482,111230,2002-10-01
3018,2002,10,VOLVO,640,48833,2002-10-01
3019,2002,11,AUDI,201,13632,2002-11-01
3020,2002,11,BMW,337,37324,2002-11-01
3021,2002,11,HYUNDAI,235,6509,2002-11-01
3022,2002,11,KIA,23,789,2002-11-01
3023,2002,11,RENAULT,958,43337,2002-11-01
3024,2002,11,TOYOTA,889,62082,2002-11-01
3025,2002,11,VOLKSWAGEN,1484,112714,2002-11-01
3026,2002,11,VOLVO,499,49332,2002-11-01
3027,2002,12,AUDI,48,13680,2002-12-01
3028,2002,12,BMW,207,37531,2002-12-01
3029,2002,12,HYUNDAI,120,6629,2002-12-01
3030,2002,12,KIA,36,825,2002-12-01
3031,2002,12,RENAULT,817,44154,2002-12-01
3032,2002,12,TOYOTA,622,62704,2002-12-01
3033,2002,12,VOLKSWAGEN,1022,113736,2002-12-01
3034,2002,12,VOLVO,70,49402,2002-12-01
3035,2003,1,AUDI,528,14208,2003-01-01
3036,2003,1,BMW,547,38078,2003-01-01
3037,2003,1,HYUNDAI,691,7320,2003-01-01
3038,2003,1,KIA,61,886,2003-01-01
3039,2003,1,RENAULT,1381,45535,2003-01-01
3040,2003,1,TOYOTA,1616,64320,2003-01-01
3041,2003,1,VOLKSWAGEN,3221,116957,2003-01-01
3042,2003,1,VOLVO,1000,50402,2003-01-01
3043,2003,2,AUDI,263,14471,2003-02-01
3044,2003,2,BMW,311,38389,2003-02-01
3045,2003,2,HYUNDAI,425,7745,2003-02-01
3046,2003,2,KIA,67,953,2003-02-01
3047,2003,2,RENAULT,1258,46793,2003-02-01
3048,2003,2,TOYOTA,945,65265,2003-02-01
3049,2003,2,VOLKSWAGEN,1182,118139,2003-02-01
3050,2003,2,VOLVO,644,51046,2003-02-01
3051,2003,3,AUDI,343,14814,2003-03-01
3052,2003,3,BMW,537,38926,2003-03-01
3053,2003,3,HYUNDAI,574,8319,2003-03-01
3054,2003,3,KIA,98,1051,2003-03-01
3055,2003,3,RENAULT,1199,47992,2003-03-01
3056,2003,3,TOYOTA,984,66249,2003-03-01
3057,2003,3,VOLKSWAGEN,1329,119468,2003-03-01
3058,2003,3,VOLVO,635,51681,2003-03-01
3059,2003,4,AUDI,415,15229,2003-04-01
3060,2003,4,BMW,588,39514,2003-04-01
3061,2003,4,HYUNDAI,468,8787,2003-04-01
3062,2003,4,KIA,56,1107,2003-04-01
3063,2003,4,RENAULT,1140,49132,2003-04-01
3064,2003,4,TOYOTA,1165,67414,2003-04-01
3065,2003,4,VOLKSWAGEN,1437,120905,2003-04-01
3066,2003,4,VOLVO,758,52439,2003-04-01
3067,2003,5,AUDI,427,15656,2003-05-01
3068,2003,5,BMW,633,40147,2003-05-01
3069,2003,5,HYUNDAI,514,9301,2003-05-01
3070,2003,5,KIA,128,1235,2003-05-01
3071,2003,5,RENAULT,988,50120,2003-05-01
3072,2003,5,TOYOTA,1356,68770,2003-05-01
3073,2003,5,VOLKSWAGEN,1511,122416,2003-05-01
3074,2003,5,VOLVO,774,53213,2003-05-01
3075,2003,6,AUDI,349,16005,2003-06-01
3076,2003,6,BMW,480,40627,2003-06-01
3077,2003,6,HYUNDAI,504,9805,2003-06-01
3078,2003,6,KIA,96,1331,2003-06-01
3079,2003,6,RENAULT,2008,52128,2003-06-01
3080,2003,6,TOYOTA,1121,69891,2003-06-01
3081,2003,6,VOLKSWAGEN,1585,124001,2003-06-01
3082,2003,6,VOLVO,761,53974,2003-06-01
3083,2003,7,AUDI,362,16367,2003-07-01
3084,2003,7,BMW,537,41164,2003-07-01
3085,2003,7,HYUNDAI,405,10210,2003-07-01
3086,2003,7,KIA,48,1379,2003-07-01
3087,2003,7,RENAULT,786,52914,2003-07-01
3088,2003,7,TOYOTA,1329,71220,2003-07-01
3089,2003,7,VOLKSWAGEN,1604,125605,2003-07-01
3090,2003,7,VOLVO,709,54683,2003-07-01
3091,2003,8,AUDI,434,16801,2003-08-01
3092,2003,8,BMW,497,41661,2003-08-01
3093,2003,8,HYUNDAI,377,10587,2003-08-01
3094,2003,8,KIA,73,1452,2003-08-01
3095,2003,8,RENAULT,765,53679,2003-08-01
3096,2003,8,TOYOTA,989,72209,2003-08-01
3097,2003,8,VOLKSWAGEN,1531,127136,2003-08-01
3098,2003,8,VOLVO,334,55017,2003-08-01
3099,2003,9,AUDI,363,17164,2003-09-01
3100,2003,9,BMW,513,42174,2003-09-01
3101,2003,9,HYUNDAI,388,10975,2003-09-01
3102,2003,9,KIA,104,1556,2003-09-01
3103,2003,9,RENAULT,1796,55475,2003-09-01
3104,2003,9,TOYOTA,957,73166,2003-09-01
3105,2003,9,VOLKSWAGEN,1382,128518,2003-09-01
3106,2003,9,VOLVO,618,55635,2003-09-01
3107,2003,10,AUDI,405,17569,2003-10-01
3108,2003,10,BMW,508,42682,2003-10-01
3109,2003,10,HYUNDAI,402,11377,2003-10-01
3110,2003,10,KIA,110,1666,2003-10-01
3111,2003,10,RENAULT,661,56136,2003-10-01
3112,2003,10,TOYOTA,1144,74310,2003-10-01
3113,2003,10,VOLKSWAGEN,1374,129892,2003-10-01
3114,2003,10,VOLVO,741,56376,2003-10-01
3115,2003,11,AUDI,162,17731,2003-11-01
3116,2003,11,BMW,336,43018,2003-11-01
3117,2003,11,HYUNDAI,378,11755,2003-11-01
3118,2003,11,KIA,75,1741,2003-11-01
3119,2003,11,RENAULT,698,56834,2003-11-01
3120,2003,11,TOYOTA,896,75206,2003-11-01
3121,2003,11,VOLKSWAGEN,1035,130927,2003-11-01
3122,2003,11,VOLVO,433,56809,2003-11-01
3123,2003,12,AUDI,73,17804,2003-12-01
3124,2003,12,BMW,116,43134,2003-12-01
3125,2003,12,HYUNDAI,161,11916,2003-12-01
3126,2003,12,KIA,24,1765,2003-12-01
3127,2003,12,RENAULT,376,57210,2003-12-01
3128,2003,12,TOYOTA,261,75467,2003-12-01
3129,2003,12,VOLKSWAGEN,246,131173,2003-12-01
3130,2003,12,VOLVO,98,56907,2003-12-01
3131,2004,1,AUDI,727,18531,2004-01-01
3132,2004,1,BMW,868,44002,2004-01-01
3133,2004,1,HYUNDAI,767,12683,2004-01-01
3134,2004,1,KIA,176,1941,2004-01-01
3135,2004,1,RENAULT,1749,58959,2004-01-01
3136,2004,1,TOYOTA,2669,78136,2004-01-01
3137,2004,1,VOLKSWAGEN,2942,134115,2004-01-01
3138,2004,1,VOLVO,1198,58105,2004-01-01
3139,2004,2,AUDI,337,18868,2004-02-01
3140,2004,2,BMW,442,44444,2004-02-01
3141,2004,2,HYUNDAI,666,13349,2004-02-01
3142,2004,2,KIA,84,2025,2004-02-01
3143,2004,2,RENAULT,1532,60491,2004-02-01
3144,2004,2,TOYOTA,1289,79425,2004-02-01
3145,2004,2,VOLKSWAGEN,1596,135711,2004-02-01
3146,2004,2,VOLVO,743,58848,2004-02-01
3147,2004,3,AUDI,430,19298,2004-03-01
3148,2004,3,BMW,663,45107,2004-03-01
3149,2004,3,HYUNDAI,661,14010,2004-03-01
3150,2004,3,KIA,90,2115,2004-03-01
3151,2004,3,RENAULT,1150,61641,2004-03-01
3152,2004,3,TOYOTA,1469,80894,2004-03-01
3153,2004,3,VOLKSWAGEN,1857,137568,2004-03-01
3154,2004,3,VOLVO,801,59649,2004-03-01
3155,2004,4,AUDI,403,19701,2004-04-01
3156,2004,4,BMW,664,45771,2004-04-01
3157,2004,4,HYUNDAI,814,14824,2004-04-01
3158,2004,4,KIA,275,2390,2004-04-01
3159,2004,4,RENAULT,1015,62656,2004-04-01
3160,2004,4,TOYOTA,1389,82283,2004-04-01
3161,2004,4,VOLKSWAGEN,1745,139313,2004-04-01
3162,2004,4,VOLVO,1071,60720,2004-04-01
3163,2004,5,AUDI,413,20114,2004-05-01
3164,2004,5,BMW,602,46373,2004-05-01
3165,2004,5,HYUNDAI,623,15447,2004-05-01
3166,2004,5,KIA,516,2906,2004-05-01
3167,2004,5,RENAULT,1030,63686,2004-05-01
3168,2004,5,TOYOTA,1320,83603,2004-05-01
3169,2004,5,VOLKSWAGEN,1408,140721,2004-05-01
3170,2004,5,VOLVO,894,61614,2004-05-01
3171,2004,6,AUDI,420,20534,2004-06-01
3172,2004,6,BMW,755,47128,2004-06-01
3173,2004,6,HYUNDAI,643,16090,2004-06-01
3174,2004,6,KIA,634,3540,2004-06-01
3175,2004,6,RENAULT,1252,64938,2004-06-01
3176,2004,6,TOYOTA,1192,84795,2004-06-01
3177,2004,6,VOLKSWAGEN,1922,142643,2004-06-01
3178,2004,6,VOLVO,934,62548,2004-06-01
3179,2004,7,AUDI,392,20926,2004-07-01
3180,2004,7,BMW,594,47722,2004-07-01
3181,2004,7,HYUNDAI,423,16513,2004-07-01
3182,2004,7,KIA,497,4037,2004-07-01
3183,2004,7,RENAULT,975,65913,2004-07-01
3184,2004,7,TOYOTA,1335,86130,2004-07-01
3185,2004,7,VOLKSWAGEN,2163,144806,2004-07-01
3186,2004,7,VOLVO,957,63505,2004-07-01
3187,2004,8,AUDI,376,21302,2004-08-01
3188,2004,8,BMW,482,48204,2004-08-01
3189,2004,8,HYUNDAI,497,17010,2004-08-01
3190,2004,8,KIA,491,4528,2004-08-01
3191,2004,8,RENAULT,700,66613,2004-08-01
3192,2004,8,TOYOTA,1075,87205,2004-08-01
3193,2004,8,VOLKSWAGEN,1244,146050,2004-08-01
3194,2004,8,VOLVO,488,63993,2004-08-01
3195,2004,9,AUDI,381,21683,2004-09-01
3196,2004,9,BMW,738,48942,2004-09-01
3197,2004,9,HYUNDAI,640,17650,2004-09-01
3198,2004,9,KIA,568,5096,2004-09-01
3199,2004,9,RENAULT,1357,67970,2004-09-01
3200,2004,9,TOYOTA,1157,88362,2004-09-01
3201,2004,9,VOLKSWAGEN,1541,147591,2004-09-01
3202,2004,9,VOLVO,996,64989,2004-09-01
3203,2004,10,AUDI,403,22086,2004-10-01
3204,2004,10,BMW,643,49585,2004-10-01
3205,2004,10,HYUNDAI,742,18392,2004-10-01
3206,2004,10,KIA,538,5634,2004-10-01
3207,2004,10,RENAULT,1131,69101,2004-10-01
3208,2004,10,TOYOTA,1416,89778,2004-10-01
3209,2004,10,VOLKSWAGEN,1552,149143,2004-10-01
3210,2004,10,VOLVO,1096,66085,2004-10-01
3211,2004,11,AUDI,306,22392,2004-11-01
3212,2004,11,BMW,462,50047,2004-11-01
3213,2004,11,HYUNDAI,408,18800,2004-11-01
3214,2004,11,KIA,404,6038,2004-11-01
3215,2004,11,RENAULT,1069,70170,2004-11-01
3216,2004,11,TOYOTA,833,90611,2004-11-01
3217,2004,11,VOLKSWAGEN,1157,150300,2004-11-01
3218,2004,11,VOLVO,645,66730,2004-11-01
3219,2004,12,AUDI,75,22467,2004-12-01
3220,2004,12,BMW,163,50210,2004-12-01
3221,2004,12,HYUNDAI,202,19002,2004-12-01
3222,2004,12,KIA,1117,7155,2004-12-01
3223,2004,12,RENAULT,620,70790,2004-12-01
3224,2004,12,TOYOTA,291,90902,2004-12-01
